index,TW_NO,TW_TIME,TW_TEXT,FAV,RT,PERSON,PERSON_LABEL
1391,182240241774641152,2012-03-21 08:00:34,若林くん、文から察するに巨大水風船というのは僕の事でしょうか…とりあえずネタ合わせ中にカラオケボックスに水ぶちまけないよう気をつけます…文責山里,22,12,山里,0
1392,182137420085596163,2012-03-21 01:11:59,明日、巨大水風船とカラオケBOXでネタ合わせするみたいです。カラオケBOXでネタ合わせなんていつぶりだ！アドリブは少なめにしとこう。こないだ、アドリブばっかしてたら貧乏揺すりしてたからな。揺れて結び目から水漏れてたもん。とはいえ、楽しみです。文責若林,48,41,若林,1
1393,181418324981329920,2012-03-19 01:34:33,おかっぱ赤メガネとは私の事でしょうか？ストレートな口撃に戸惑っています…あと、若林くん、アドリブへの検閲は前と同じ位なんですが、あなたのアドリブの量が異常に増えたんです…おかっぱ赤メガネか…文責山里,31,17,山里,0
1394,181407704114409472,2012-03-19 00:52:21,おかっぱ赤メガネの稽古時のアドリブの検閲が厳しくなってる。昔はもっとラフだったのに。文責若林,46,31,若林,1
1395,181278930798510080,2012-03-18 16:20:39,そんなギャングみたいな怒られ方初めて…文責山里,41,13,山里,0
1396,181273876049825792,2012-03-18 16:00:34,僕が言いたいのは、みなさん朝早くから、そして、寒い中本当にありがとうございます！みなさんのおかげでたりないふたりが出来ます！ということです。文責若林,52,43,若林,1
1397,181273386364833792,2012-03-18 15:58:37,山里さん、その肛門みてぇな汚ぇ口を閉じてください。「クズからの卒業？」口から屁をこかないでください。文責若林,85,71,若林,1
1398,181191625463185408,2012-03-18 10:33:44,若林くん！凄い並んでくれてるみたいだよ！お礼の言葉をつぶやくんだ！さぁ、目に命を宿して！クズからの卒業第一章は今かもしれないよ！文責山里,39,30,山里,0
1399,181177415563874304,2012-03-18 09:37:16,皆様おはようございます！本日我々の番組Tシャツを求めてきてくださってる方々、ひょっとしてもうお待ちの方とかいらっしゃるのでしょうか？ありがとうございます。観覧にこられた時にこのご恩はお返ししますので。あ、山里からの挨拶でした…すみません。文責山里,25,16,山里,0
1400,181098313456697344,2012-03-18 04:22:57,たりちゃんというネーミングは本採用になったのね…皆様、どうぞよろしくお願いします。収録でお応えできるようがんばりますので！あ、若林くん、↓のつぶやき目が死んでるよ…文責山里,24,14,山里,0
1401,181093391176695808,2012-03-18 04:03:23,今日はたりちゃんがプリントされた、たりないふたりTシャツの発売日。寒そうなので暖かい格好で向かってくださいね。風邪など引きませんように。皆様にとって良い日曜日になりますように。文責若林,52,54,若林,1
1402,180563111676346368,2012-03-16 16:56:15,山里さんがファラオの見守りでTOREに来てました。文責若林,36,18,若林,1
1403,180537273098567680,2012-03-16 15:13:34,満面の笑みの理由は紛争中というのを今の今まで知らなかったからです…とりあえず金ピカの友人に難しいパスを出すように言っておきます。文責山里,28,10,山里,0
1404,180525644755636227,2012-03-16 14:27:22,今、エレベーターでバッタリ山里さんに会いました。紛争中ということもあり、急な強襲に備えてアゴを引いてしまいました。しかし、満面の笑みで挨拶をしてくれました。これが、鬼とノーマルの差か！？そうに違いない。文責若林,43,26,若林,1
1405,180269322877403136,2012-03-15 21:28:50,ノーマルと鬼の差が学生時代、女子に下の名前を呼び捨てで呼ばれていたかどうかの差ですか！？文責若林,37,26,若林,1
1406,180172111183216640,2012-03-15 15:02:33,若林くんが不信感のお化けに…いいかい？僕はノーマルにたりない男で若林くんは鬼のようにたりない男、その差があるだけで同じです。スパイだなんてそんな…文責山里,29,14,山里,0
1407,179953610522767360,2012-03-15 00:34:18,"アメリカンVS イタリアン紛争続く....""@tarinaifutari: 山里さん！あなたは本当にたりてないんですか？最近の山里さんの処世術をマスターしてる感を前面に出す感じ、たりてる側からのスパイという疑惑も出て来てますよ！文責若林""",29,14,若林,1
1408,179951890480631808,2012-03-15 00:27:28,山里さん！あなたは本当にたりてないんですか？最近の山里さんの処世術をマスターしてる感を前面に出す感じ、たりてる側からのスパイという疑惑も出て来てますよ！文責若林,36,22,若林,1
1409,179808779024596992,2012-03-14 14:58:48,とりあえず尻の耐久力を上げておきます…文責山里,24,9,山里,0
1410,179797417636540416,2012-03-14 14:13:39,ワカビシャスは自意識過剰を拗らせているのでむしろ奨励されます。ただ、ワカビシャスを漏らしたサトミツはたりふたケツバット決定です！山里さん、サトミツ両者共に近日中に決行いたします。文責若林,49,26,若林,1
1411,179775365865152512,2012-03-14 12:46:01,私の大学時代にあすなろ白書みたいな時期があったという話が厳しい判決に…裁判長！では、若林が自分の事をワカビシャスと呼べと言った行動はたりふたケツバットではないのですか！？文責山里,33,13,山里,0
1412,179757571777888257,2012-03-14 11:35:19,山里さん、学生時代たりてた疑惑浮上！安島さん、サトミツたりてなかったで確定！山ちゃんたりふたケツバット決定！文責若林,43,21,若林,1
1413,179739130446622720,2012-03-14 10:22:02,恐ろしい兵器が生まれてしまったね…しかも粗相の判定基準が[過去にあった幸せな出来事が発覚したら]という、地獄の鬼達がやってそうなシステム…若林くんは鬼なんじゃないか…文責山里,30,14,山里,0
1414,179634549117026304,2012-03-14 03:26:28,たりふたケツバットのことですか？「たりふたケツバット」意味→たりないふたり内で粗相があった場合に行われる罰。お尻に硬球の絵を書かれて、それをバットで打たれる。打たれた側はホームランの位置まで走って行かなくてはならない。文責若林,52,25,若林,1
1415,179580273996996608,2012-03-13 23:50:48,本日は色々な発見が…とんでもないものも産まれたし…文責山里,24,8,山里,0
1416,179470390735810561,2012-03-13 16:34:10,若林くん、それはただ青いブリーフにグラサンの僕が吹っ飛ばされるだけなのでは…アメリカンとイタリアンは一回寝かそう…文責山里,24,9,山里,0
1417,179461989788164097,2012-03-13 16:00:47,山里さんにもそんな時代があったんですね！じゃあ、僕が料理を食べる人やるんでうるさくなったらハードヒットするっていうのでどうでしょうか？文責若林,37,18,若林,1
1418,179451810384330752,2012-03-13 15:20:20,あの頃はお笑い目指して本当に来ちゃった！っていう感じでした。僕をドラマチックに思い出してくれてありがとう。ま、半笑いなんだろうけど…で、その数年後にイタリア人としてやっていたのは、タンバリンを叩きながらテーブルマナーを語るというネタです…文責山里,29,12,山里,0
1419,179433416222195713,2012-03-13 14:07:14,アメリカンイタリアンのネタ、なかなか難しいですね。青いブリーフと特攻服でどんなネタやってたんですか？文責若林,34,16,若林,1
1420,179430827665522688,2012-03-13 13:56:57,今日は大阪なんですが、この街が山里亮太が千葉を飛び出して夢だけを抱えてやって来た街かと感慨深くなっております。山里亮太、20歳。彼は何を思っていたのか！？文責若林,45,34,若林,1
1421,179402931274137600,2012-03-13 12:06:06,どれだけ考えてもアメリカンイタリアンのボケが浮かびません…文責山里,22,7,山里,0
1422,179347717934424066,2012-03-13 08:26:42,アメリカン・イタリアン…か、考えさせてください…文責山里,24,12,山里,0
1423,179255630350139392,2012-03-13 02:20:47,本当ですか！なんだー、言ってくださいよ！僕もアメフトの防具着てネタやってた時代がありました。今度、お互い迷走期の格好でネタやりましょう。コンビ名はアメリカン・イタリアンで良いですか？文責若林,52,30,若林,1
1424,179252767741841408,2012-03-13 02:09:24,名残りはあるよ…一回青いブリーフに特攻服とグラサンという迷走期を経てるけども…文責山里,27,10,山里,0
1425,179214154668851201,2012-03-12 23:35:58,今の衣装はイタリア人時代の名残ですか？文責若林,32,19,若林,1
1426,179198711136657408,2012-03-12 22:34:36,元イタリア人…そこは開けてはいけないパンドラの箱です。文責山里,26,14,山里,0
1427,179196233661939712,2012-03-12 22:24:46,さすが、元イタリア人さん！詳しくは山里亮太Wikipediaへ！文責若林,35,21,若林,1
1428,179030695082065920,2012-03-12 11:26:58,天気に対してウィットにコメントをするなんて…若林くんにイタリアの伊達男的な所があったなんて驚きです…ま、一ミリも口角は上がってないんでしょうけど…文責山里,24,11,山里,0
1429,178706449973772288,2012-03-11 13:58:32,今日は良い天気ですね。自然と口角が上がりますね。文責若林,53,48,若林,1
1430,178493526676471808,2012-03-10 23:52:27,巨大山里の輸送…ちょっと文系なガリバー旅行記が出来上がるだけです…文責山里,24,9,山里,0
1431,178490655717339137,2012-03-10 23:41:03,おはようございます！巨大山里の輸送だったら、イカに完全勝利なんですけれども。文責若林,42,30,若林,1
1432,178437878160961537,2012-03-10 20:11:20,あと、僕、自分の事悪いって言ってない…文責山里,24,7,山里,0
1433,178437458692816896,2012-03-10 20:09:40,巨大イカの輸送と天秤にのせられたら確かに厳しいね…あと、若林くんの素直さであなたから大切なあいさつが一つ消える事になりました…文責山里,25,7,山里,0
1434,178429616866865154,2012-03-10 19:38:30,いや、山里さんが悪いわけじゃなくてCSの巨大イカを輸送する番組が面白くて。これからも、Twitterがめんどくさくなったら「おやすみなさい」と言うことにします。おやすみなさい。文責若林,52,36,若林,1
1435,178423891952271360,2012-03-10 19:15:45,素直は時として罵詈雑言を凌駕する…知りたくなかったよ若林くん…文責山里,32,11,山里,0
1436,178368609096175619,2012-03-10 15:36:04,昨日、本当は4時半ぐらいまで起きてました。Twitterするのが面倒くさくなって寝るフリしちゃいました。ごめんなさい。文責若林,62,54,若林,1
1437,178183146846687233,2012-03-10 03:19:07,若林くんによる目の奥が全く笑ってないおやすみの挨拶で本日は終了…文責山里,37,14,山里,0
1438,178165761699872768,2012-03-10 02:10:02,みなさん、良い週末をお過ごしください。暖かくして寝てくださいね。おやすみなさい。文責若林,78,69,若林,1
1439,178161415583043584,2012-03-10 01:52:46,心の声が丸聞こえ…そして、一ミリでも僕の株を上げさせない為に頭を下げる若林くん…恐ろしい…文責山里,34,15,山里,0
1440,178159556650737664,2012-03-10 01:45:23,(ヤバイ！ここで山里さんに負けられると、親戚の子供とプロレスをしてわざと負けてあげるお兄さん的な好感度を与えてしまう！)うぅ、唱えた呪文が強過ぎた…。山里さん、参りました...。文責若林,50,23,若林,1
1441,178155003897323520,2012-03-10 01:27:17,ぐぅっ…外部からの冷静な評価…ぐはっ…文責山里,28,11,山里,0
1442,178148582417899521,2012-03-10 01:01:46,丸の内OLが選ぶ、飲み会で聞きたくない下ネタワード第一位「山里亮太」文責若林,61,66,若林,1
1443,178145462417764352,2012-03-10 00:49:22,甘い…甘いよ若林くん…この山里の好感度の地の這い方は今更下ネタのキャラをぶつけられてもびくともしない！我はクズ神！全ての下ネタも違和感を無にするモノ！文責山里,34,20,山里,0
1444,178142722077634560,2012-03-10 00:38:29,山里、ビジネスホテル、ペイチャンネル。ボカーン！！文責若林,46,24,若林,1
1445,178142492217180161,2012-03-10 00:37:34,山里、個室、パソコン。ボカーン！！文責若林,48,25,若林,1
1446,178139553033502720,2012-03-10 00:25:53,若林くん！「ティッシュ」「自分磨き」「山里」というコラボは全てを消す魔法です…風邪ですら凶器に変えるその錬金術…とりあえずキャンペーンの即中止を！文責山里,33,16,山里,0
1447,178135902193852419,2012-03-10 00:11:23,山ちゃん好感度激下げキャンペーンその１。たりないふたりフェイスブックの山ちゃんの大量のティッシュ画像は会議中の自分磨きによるものです。文責若林,61,50,若林,1
1448,178135702482059266,2012-03-10 00:10:35,皆様！ごらんいただけましたでしょうか！これが若林くんでございます！しかし、こんなものは打ち合わせで見せる彼から考えれば氷山の一角、たりないふたりではその全貌があばかれることでしょう…文責山里,37,13,山里,0
1449,178132015693045761,2012-03-09 23:55:56,出て来たな悪林！文責山里,51,23,山里,0
1450,178130128465965058,2012-03-09 23:48:26,てめぇ！調子こいてんじゃねぇぞ！文責若林,105,83,若林,1
1451,178126932972552192,2012-03-09 23:35:44,若林くんへの悪態なんて思いつかないよ…高い確率で目が死んでるとか、笑い声がほぼ悪魔の時があるとか、心のセキュリティがひどすぎるとか、僕の誘いを断る時の断り方が狂ってるとか、人の失敗をギャグ漫画でも見るような目で見てるときがあるとか、クズ位しか思いつかないです。文責山里,152,146,山里,0
1452,178120600026484736,2012-03-09 23:10:35,ちょっと！また大人な対応で小粋な感じじゃないですか！ある程度オレにも悪態ついてくれないと、たりないふたり内で好感度の格差が生まれちゃうんでお願いしますよ。文責若林,48,31,若林,1
1453,178117944826540032,2012-03-09 23:00:01,その卑屈のメガネを外しなさい若林くん…ただクズという点は否定はしない。文責山里,40,14,山里,0
1454,178105067935760385,2012-03-09 22:08:51,このTwitter、クズのオレの相手を大人の山ちゃんがしてあげてるみたいな感じで、山里さんの好感度上がってませんか？文責若林,66,58,若林,1
1455,177917642315808768,2012-03-09 09:44:06,僕が山手線で一駅息を止めてる姿を見てリュックベッソン監督は映画にしてくれるでしょうか…文責山里,28,10,山里,0
1456,177804589112897537,2012-03-09 02:14:52,山手線のジャック・マイヨール目指して、がんばってください！文責若林,41,19,若林,1
1457,177731180198756352,2012-03-08 21:23:10,山手線のスピードと原宿の広さ考えたら、それだけで顔が青ざめてきました…どこにいくにも結構通るんだよなぁ…とりあえず心肺機能を高めておきます。文責山里,24,10,山里,0
1458,177695929179189248,2012-03-08 19:03:05,車でも原宿を通るのは申し訳ない気持ちになります。山里さんも電車で原宿を通り過ぎる時は息を止めていてください。文責若林,50,49,若林,1
1459,177685038744338432,2012-03-08 18:19:49,僕はバリバリの哺乳類です…ただ、あの川は住み心地がよかった…文責山里,26,9,山里,0
1460,177676444816785408,2012-03-08 17:45:40,おい！オオサンショウウオ！その川で気持ち良さそうにしてたでしょうが！文責若林,43,26,若林,1
1461,177650010404556800,2012-03-08 16:00:37,たりないふたり打ち合わせ終了！いやぁ、若林くんの奥底に流れる黒いものの濁流でべっとりしています…文責山里,32,17,山里,0
1462,177543907519901696,2012-03-08 08:59:00,若林くん、おでん芸の練習をしている好青年だなと思っていたら若林くんにしてはサイバーな攻撃を…とりあえずやめてください。文責山里,32,15,山里,0
1463,177425650041360384,2012-03-08 01:09:06,Twitterの使い方マスターしてきたんですけど、山里さんのアカウントをブロックしても良いですか？文責若林,95,106,若林,1
1464,177418981978804225,2012-03-08 00:42:36,ひとりで家でおでんしてたら、ブレーカーが落ちました。文責若林,94,117,若林,1
1465,177418435876229120,2012-03-08 00:40:26,たりちゃんのネーミング、やまちゃんに言われたくないわ！文責若ちゃん,74,45,若林,1
1466,177324010869243906,2012-03-07 18:25:13,振り返ると若林無双状態に…そして、僕がどうやら服部料理長に…僕はいつまで若林というダンスホールで踊らされるのか…文責山里,38,21,山里,0
1467,177323372429058048,2012-03-07 18:22:41,たりちゃん…若林くん、正気か？文責山里,34,10,山里,0
1468,177312694813212672,2012-03-07 17:40:15,たりないふたりのTシャツの僕と山里さんが合体してるやつの名前を考えたいんですが「たりちゃん」ってどうですかね？文責若林,53,43,若林,1
1469,177010666094338048,2012-03-06 21:40:06,たりないふたりのTシャツの色初めて見たんですけど、サンドグレーは良いとしても、ホットピンクとターコイズは僕ら2人のTシャツにしては色が派手過ぎじゃないですか？あずき色と苔の色とかの方が2人に合うんじゃないですかね？文責若林,48,49,若林,1
1470,176905914794778624,2012-03-06 14:43:51,いや服部料理長！私、かなり大きめのリアクションしてましたよー。学生時代に何があったか知りませんが、人を疑い過ぎですよ！文責若林,38,16,若林,1
1471,176903547600908288,2012-03-06 14:34:27,僕がフラッグフットボールやってたという話した時も「意外ですねぇ…」で会話止まってたもんね…文責山里,27,14,山里,0
1472,176892114448293888,2012-03-06 13:49:01,やっと晴れてきた。みなさん、雨降らせちゃって本当にすいませんでした。文責若林,77,83,若林,1
1473,176891811271417857,2012-03-06 13:47:48,2人の共通の話題といったらフラッグフットボールぐらいですもんね。伝わらないですよね。文責若林,37,22,若林,1
1474,176613200333250560,2012-03-05 19:20:42,で、自分で自分を叩いちゃうやつ？…そのような香港映画のワンシーンみたいなのをネタにできる自信がありません…何かふたりで盛り上がるものの方がいいかなと。文責山里,26,9,山里,0
1475,176482993685266433,2012-03-05 10:43:19,フライパンで突っ込んでくるキャラクターでどうですかね？で、僕が靴紐を結ぶフリをしたりして、それをよけるっていう感じで。文責若林,36,21,若林,1
1476,176443933604323328,2012-03-05 08:08:06,マオカラーって学ランみたいになるやつよね？…僕がマオカラーのスーツ着ると服部料理長みたいになっちゃうから…文責山里,23,15,山里,0
1477,176303186267734016,2012-03-04 22:48:49,たりないふたりの漫才する時の衣装考えてるんですが、2人ともマオカラーのスーツってどうですかね？文責若林,38,34,若林,1
1478,176212050073235456,2012-03-04 16:46:41,若林くんのCDって音感がスパークし過ぎてほぼラップのあれかい！？大丈夫かい！？ま、それはまた聞くが、とりあえずポスターを作ろう文責山里,30,14,山里,0
1479,176202930049916928,2012-03-04 16:10:26,路線変更して自分のCDの宣伝をしました！山里さん、たりないふたりの席が無かったんですよ！一緒に局内にポスター張りに行きましょう！文責若林,41,32,若林,1
1480,176107815025385473,2012-03-04 09:52:29,若林くん、ミッションは成功したかしら？とにかくお疲れ様です！ん？日テレの番組対抗？呼ばれていない…あれ？文責山里,26,14,山里,0
1481,175865667071905792,2012-03-03 17:50:17,今、日本テレビの番組対抗の収録中です。なんとか「たりないふたり」の宣伝を挟み込めたらとチャンスをうかがっております。文責若林,43,50,若林,1
1482,175610752927928321,2012-03-03 00:57:20,自分の履歴を一生懸命探してみたがリヴァプール時代が見あたらないです…それに僕たちは不良様のような攻撃的なクズではなくて、守備的なクズですので誤解をうまないよう…ただ番組は本当に嬉しいよ。文責山里,33,18,山里,0
1484,175570602881589248,2012-03-02 22:17:48,みなさん、RTありがとうございます！たくさんの人の目に触れて、ひとりでも多くの人にたりないふたりを知ってもらえたらぼくは嬉しいです！文責若林,50,129,若林,1
1485,175509063646449664,2012-03-02 18:13:16,さっき話していた時には一切そこらへん言ってなかったのに…直接ではなくここで言う事で攻撃力を高くするあたり…若林くん…クズです…文責山里,31,25,山里,0
1486,175501693352554496,2012-03-02 17:43:59,廊下で山里さんを見かけました。セーターを着崩してダメージジーンズを履きこなしてました。多分、オナラしながら歩いてました。文責若林,44,43,若林,1
1487,175350039663755267,2012-03-02 07:41:21,お疲れ様でした。ライターさんに一言だけ言いたい…「目を見ろ！」と…文責山里,28,15,山里,0
1488,175294549739053057,2012-03-02 04:00:52,帰宅しました。今日、インタビューで初めて「包容力がありますね」と言われました。山里さん、抜けがけしてすいません！文責若林,48,51,若林,1
1489,174682343762698243,2012-02-29 11:28:10,若林くんが誉めてくる時に基本ニヤニヤしてるからです…あと、打ち合わせ前にディープ過ぎる本を読んで待機するのはちょっと引いてしまいます…文責山里,28,16,山里,0
1491,174433197818519552,2012-02-28 18:58:09,ウイスキーのポスターというよりも「ダメ！無理なお酒の強要！」みたいな感じの方が強いかなと…ん？若林くん、なんか僕の事いじってる？文責山里,28,15,山里,0
1493,174387903751929856,2012-02-28 15:58:10,たちの悪いピノキオみたいになってしまうのでその衣装は却下で…文責山里,23,10,山里,0
1494,174376531936808960,2012-02-28 15:12:59,そうですか！では、衣装はいつも通りで行きます！山里さんの数々も鋭い角度でしたが、短パンにサスペンダーに木靴で雰囲気に丸みを持たせなくて大丈夫ですか？文責若林,38,22,若林,1
1495,174268313747206144,2012-02-28 08:02:58,分かるのがウエストという単語だけなんだが、とりあえず、衣装に頼らずとも若林くんのあの数々はエッジが鋭すぎる可能性があるので大丈夫かなと…文責山里,26,13,山里,0
1498,173971354880708608,2012-02-27 12:22:57,山里亮太、34歳。性能、1みたらし団子、100例えツッコミ。1ブルガリア飲むヨーグルト、200ロケの回し。1焼酎ボトル、400天の声。文免責若林。,67,47,山里,0
1499,173967927383572481,2012-02-27 12:09:20,1天むす、200アイデアの低燃費ですいません。文責若林,57,38,若林,1
1500,173893819832598528,2012-02-27 07:14:52,若林くん…次から打ち合わせハードル上がるから…文責山里,28,12,山里,0
1501,173841448490373120,2012-02-27 03:46:45,たりないふたりのスタッフのみなさん、打ち合わせで僕と山里さんが徐に話し始めたら自然に漫才になっていくプロな感じ、本当にすいませんです。おやすみなさい。文責若林,62,39,若林,1
1502,173830717065797633,2012-02-27 03:04:07,いえ、いえ、あなたさまの暴走もかなりのものでございましたよ。文責若林,39,28,若林,1
1503,173812156414955521,2012-02-27 01:50:22,本日の打ち合わせもあなた様の暴走ぶりにワクワクが止まりませんでした…文責山里,28,22,山里,0
1504,173579489098465281,2012-02-26 10:25:49,私、毛先を遊ばせて髭を生やす位で華を得られるような標準装備ではございません…華は任せます…無理か…文責山里,34,18,山里,0
1505,173491909069774849,2012-02-26 04:37:49,2人で番組をやるにあたってちょっと華がたりないと思うので、山里さんあご髭を生やして髪の毛先を遊ばせる感じでお願いしていいですか？文責若林,48,51,若林,1
1506,173488562203918337,2012-02-26 04:24:31,打ち合わせ中に邪気を放ってるとは自分でも気付いてませんでした！でも、全員から邪気は出ていたように思います！文責若林,44,25,若林,1
1507,173312442988892160,2012-02-25 16:44:41,…若林くん…あなたの辞書にないはずの言葉が続いています…いつも打ち合わせ中に全ての邪気をぶっ放しまくってるからでしょうか？早くいつもの陰気なあなたにお会いしとうございます…文責山里,44,30,山里,0
1508,173158307282952193,2012-02-25 06:32:12,まさかの形での復活！たりないふたりがTVに！皆様よろしくお願いします！ いやぁ、若林くん！よろしくね！文責山里,59,228,山里,0
1509,173095757715488768,2012-02-25 02:23:39,前夜祭はホットワインと小説「共喰い」です。ベストチョイスでしょう？滅多に無い良い夜だ。文責若林,71,48,若林,1
1510,173066982294437888,2012-02-25 00:29:18,若林くんの前夜祭とはお得意のホットワインと一人ジェンガですか？僕も大阪の空の下、前夜祭をさせていただきます。文責山里,35,26,山里,0
1511,173013337091747840,2012-02-24 20:56:08,前夜祭じゃ！文責若林,54,64,若林,1
1512,172885735018475520,2012-02-24 12:29:05,らしいですなぁ、じゃぁあっしはいつものスカーフを口に突っ込んでガマンしときやす…貫太のキャラクターがつかめていないのでやめます…とりあえず明日までのガマンします。文責山里,33,21,山里,0
1513,172883800001486848,2012-02-24 12:21:24,貫太さん！明日、言っていいらしいですよ！明日まではいつも首に巻いてるやつを口に突っ込んで我慢してください。文責若林,49,42,若林,1
1514,172883511848615936,2012-02-24 12:20:15,不思議です…文字だけなのに死んだ魚のような目でつぶやいている若林くんの顔が浮かぶんですが…文責山里,49,32,山里,0
1515,172882714784043008,2012-02-24 12:17:05,みなさんリプライありがとうございます。本当は全部返信したいのですが、出来なくて申し訳ございません。文責若林,63,51,若林,1
1516,172868998906646529,2012-02-24 11:22:35,私の口がムズムズとしだしました…とりあえずまだ飲み込んでガマンしました…文責山里,27,12,山里,0
1517,172846681115721728,2012-02-24 09:53:54,どうも丸貫です…チキン南蛮をジンジャーエールで流し込んだ？若林くんはお食事中に甘い飲み物イケる系なんだ…そんな事より、ツイッターを再開させたからか他の現場で会うとお互いの裏読みが凄すぎてドキドキしますね。文責山里,38,16,山里,0
1518,172705114749022208,2012-02-24 00:31:22,みなさんのTLを汚してすいませんでした。文責若林,70,55,若林,1
1519,172704363515625475,2012-02-24 00:28:23,チキン南蛮を食べてジンジャエールを飲みました。文責若林,65,52,若林,1
1520,172703624223408128,2012-02-24 00:25:27,ずっと書くことが思いつかないまま何日か経ってます。文責若林,57,42,若林,1
1521,171874467742613504,2012-02-21 17:30:41,モデルは分からないが太ってるイメージはビシビシに伝わってきますよ若様…文責山里,34,20,山里,0
1522,171872873101791232,2012-02-21 17:24:20,若様。山里さんのことはなんて呼んだら良いですかね？丸山貫太でいいですか？文責若林,56,43,若林,1
1523,171542445098672128,2012-02-20 19:31:20,遂に発覚！よくもまぁここまで隠したな！若様の人間不信も今ならうなずける！ただ、隠されていた内容があれだけに怒るに怒れない…文責山里,38,39,山里,0
1524,171435612006658049,2012-02-20 12:26:49,いや～、いい天気っすね～。文責若林,50,53,若林,1
1525,171278419248685056,2012-02-20 02:02:12,若！？馴れ馴れしいな！文責若林,73,54,若林,1
1526,171267577828483073,2012-02-20 01:19:07,わ、若様…同期を確認してからの様付けの指示…くぅっ…ポジティブと利他的というサプリはどうやらとんでもないドラッグのようだな…若！文責山里,57,49,山里,0
1527,171262278073720832,2012-02-20 00:58:03,若林くん、なんて呼び方同期なんだから堅苦しいしやめましょうよ！若様、でいいですよ。文責若林,117,131,若林,1
1528,171252817728782336,2012-02-20 00:20:28,よしなさい！とツッコム若林くんに違和感が…文責山里,32,17,山里,0
1529,171212684610641922,2012-02-19 21:40:59,よしなさい！文責若林,48,32,若林,1
1530,171108996097376256,2012-02-19 14:48:58,利他的？ポジティブ？ワカペディアには一生書き込まれない情報と聞いていましたが…今書いてあるのは排他的、ネガティブの権化としか…文責山里,45,27,山里,0
1531,171096782565150720,2012-02-19 14:00:26,飲んだのは一体感、という名のサプリメントです。オススメですよ。利他的とポジティブというサプリメントもオススメです。文責若林,79,43,若林,1
1532,171081043737182209,2012-02-19 12:57:54,コシのあるいいうどんができそうです…で、お客さんと写真？それをリビングに！？昨日のイベントとやらは若林くんにどんな薬を飲ませたんだ！？文責山里,40,29,山里,0
1533,171077063359479808,2012-02-19 12:42:05,昨日は国際フォーラムでニッポン放送のイベントでした。やっぱりライブは良いですよね。山里さん！今度、たりないのライブが出来たら舞台上からお客さんと写真撮るやつやりましょうね！リビングに飾りたいんですよ。文責若林,76,71,若林,1
1534,171073459953221633,2012-02-19 12:27:45,地団駄の足元にうどんの生地を差し込ませて下さい。文責若林,66,41,若林,1
1535,171062548949516290,2012-02-19 11:44:24,地団駄です！文責山里,33,14,山里,0
1536,171056930175975425,2012-02-19 11:22:04,手の平にストンピングしないで下さい！文責若林,49,23,若林,1
1537,171046722297016320,2012-02-19 10:41:31,僕は若林くんの手のひらというダンスホールで踊り続けるのか…文責山里,45,38,山里,0
1538,171046188261445632,2012-02-19 10:39:23,そしてまた僕は独りになった…文責山里,31,13,山里,0
1539,170832445690753024,2012-02-18 20:30:03,あ！ついに滅びの呪文エホウマキを唱えたね…文責山里,30,20,山里,0
1540,170757096877461504,2012-02-18 15:30:39,山里さん、今日はとても良い天気ですね！心も晴々としますよね！文責若林,77,60,若林,1
1541,170522598063607808,2012-02-17 23:58:50,指に恵方巻きをさしてTwitterの文章打ってるんでYahoo！トピックスは大丈夫だと思います！文責若林,67,60,若林,1
1542,170440133177380864,2012-02-17 18:31:09,そして僕はまた独りになった…文責山里,35,28,山里,0
1543,170316902302875650,2012-02-17 10:21:28,若林くん、このタイミングで極妻みたのかしら…語尾に影響が…あ、罵詈雑言の脇差は出し方によってはYahooトピックスまっしぐらだから気をつけて！それはさておき僕への情報のシャットアウトっぷりが尋常じゃないんですが…文責山里,38,25,山里,0
1545,169792524301516800,2012-02-15 23:37:47,若林くん…ヒットアンドアウェイのアウェイの距離すごすぎるよ…文責山里,49,34,山里,0
1546,169745614513520640,2012-02-15 20:31:22,なんだ！？何も知らない上にたぬきにトランスフォームした！？体重表記は絶対いらないだろう！とか色々と言いたい事はありますが、とりあえずどうした若林くん！文責山里,50,31,山里,0
1548,169411391227301888,2012-02-14 22:23:17,美味しそうなエサをまいて食いついたらほったらかしなんて！なんてワガママなお方！文責山里,55,43,山里,0
1549,169391036387430401,2012-02-14 21:02:24,若林君いきなりネガティブ満載のつぶやきどうしたの！？文責山里,67,70,山里,0
1550,169387219226869760,2012-02-14 20:47:14,オレ人間不信になりました。文責若林,196,334,若林,1
1601,135295834513350656,2011-11-12 19:00:15,はい。文責若林,38,8,若林,1
1602,135295771766558720,2011-11-12 19:00:00,…行きましょう。文責山里,33,7,山里,0
1614,135294629368176641,2011-11-12 18:55:27,…文責山里,33,9,山里,0
1617,135294268922269696,2011-11-12 18:54:02,あ、忘れてました「文責若林」,35,10,若林,1
1640,135041417193062400,2011-11-12 02:09:17,明日お教えしてもかまいませんが？僕らの中で若林くんは暴れ馬というカテゴリーに入った事は確かです…とりあえず、明日よろしくお願いします。文責山里,43,12,山里,0
1641,135040834486808576,2011-11-12 02:06:58,今日の稽古で山里さんと安島さんが僕にうるさいって言ってたのって、シリアスですか？コメディですか？また二年後に教えてください。文責若林,65,17,若林,1
